X.RIC,type,primary_id,suffix_id,series_description,first_traded,first_notice,expires,settle_date,expiration_detail,underlying_RIC
YMZ1,future_series,YM,Z1,DM FUTS Dec1->DJ MINI($5) DEC1,2001-03-20,,2011-12-16,2011-12-16,17-DEC-2001->19-DEC-2001->17-DEC-2001->16-DEC-2011,.DJI
ZBH1,future_series,ZB,H1,PJA T BONDS Mar1->ace T BONDS Mar1->US T BONDS MAR1,1998-09-26,,2011-03-22,2011-03-26,21-MAR-2001->22-MAR-2011,
ZBM1,future_series,ZB,M1,PJA T BONDS Jun1->ace T BONDS Jun1->US T BONDS JUN1,1998-09-26,,2011-06-21,2011-06-25,20-JUN-2001->21-JUN-2011,
ZBU1,future_series,ZB,U1,PJA T BONDS Sep1->ace T BONDS Sep1->US T BONDS SEP1,1998-12-22,,2011-09-21,2011-09-21,19-SEP-2001->21-SEP-2011,
ZBZ1,future_series,ZB,Z1,PJA T BONDS Dec1->ace T BONDS Dec1->US T BONDS DEC1,1999-09-22,,2011-12-20,2011-12-20,19-DEC-2001->21-DEC-2011->20-DEC-2011,
ZCH1,future_series,ZC,H1,CORN Mar1->CORN MAR1,2000-08-25,,2011-03-14,2011-03-19,14-MAR-2001->14-MAR-2011,
ZCK1,future_series,ZC,K1,CORN May1->CORN MAY1,2000-08-25,,2011-05-13,2011-05-14,14-MAY-2001->13-MAY-2011,
ZCN1,future_series,ZC,N1,CORN Jul1->CORN JUL1,2000-08-25,,2011-07-14,2011-07-14,13-JUL-2001->14-JUL-2011,
ZCU1,future_series,ZC,U1,CORN Sep1->CORN SEP1,2000-08-25,,2011-09-14,2011-09-14,14-SEP-2001->14-SEP-2011,
ZCZ1,future_series,ZC,Z1,CORN Dec1->CORN DEC1,2000-08-25,,2011-12-14,2011-12-14,14-DEC-2001->14-DEC-2011,
ZFH1,future_series,ZF,H1,PJA 5YR NT Mar1->PJA 5YR TN Mar1->ace 5YR TN Mar1->5YR T NOTES MAR1,1999-12-22,,2011-03-31,2011-04-02,21-MAR-2001->31-MAR-2011,
ZFM1,future_series,ZF,M1,PJA 5YR NT Jun1->PJA 5YR TN Jun1->ace 5YR TN Jun1->5YR T NOTES JUN1,2000-03-23,,2011-06-30,2011-06-27,20-JUN-2001->21-JUN-2011->30-JUN-2011,
ZFU1,future_series,ZF,U1,PJA 5YR NT Sep1->PJA 5YR TN Sep1->ace 5YR TN Sep1->5YR T NOTES SEP1,2000-06-22,,2011-09-30,2011-09-30,19-SEP-2001->30-SEP-2011,
ZFZ1,future_series,ZF,Z1,ace 5YR TN Dec1->5YR T NOTES DEC1,2000-09-21,,2011-12-30,2011-12-30,19-DEC-2001->30-DEC-2011,
ZLF1,future_series,ZL,F1,SOYBEAN OIL Jan1->SOYBEAN OIL JAN1,2000-08-25,,2011-01-14,2011-01-22,12-JAN-2001->14-JAN-2011,
ZLH1,future_series,ZL,H1,SOYBEAN OIL Mar1->SOYBEAN OIL MAR1,2000-08-25,,2011-03-14,2011-03-19,14-MAR-2001->14-MAR-2011,
ZLK1,future_series,ZL,K1,SOYBEAN OIL May1->SOYBEAN OIL MAY1,2000-08-25,,2011-05-13,2011-05-14,14-MAY-2001->13-MAY-2011,
ZLN1,future_series,ZL,N1,SOYBEAN OIL Jul1->SOYBEAN OIL JUL1,2000-08-25,,2011-07-14,2011-07-14,13-JUL-2001->14-JUL-2011,
ZLQ1,future_series,ZL,Q1,SOYBEAN OIL Aug1->SOYBEAN OIL AUG1,2000-08-25,,2011-08-12,2011-08-12,13-AUG-2001->14-AUG-2001->12-AUG-2011,
ZLU1,future_series,ZL,U1,SOYBEAN OIL Sep1->SOYBEAN OIL SEP1,2000-08-25,,2011-09-14,2011-09-14,14-SEP-2001->14-SEP-2011,
ZLV1,future_series,ZL,V1,SOYBEAN OIL Oct1->SOYBEAN OIL OCT1,2000-08-25,,2011-10-14,2011-10-14,12-OCT-2001->14-OCT-2011,
ZLZ1,future_series,ZL,Z1,SOYBEAN OIL Dec1->SOYBEAN OIL DEC1,2000-08-25,,2011-12-14,2011-12-14,14-DEC-2001->14-DEC-2011,
ZMF1,future_series,ZM,F1,SOY MEAL Jan1->SOY MEAL JAN1,2000-08-25,,2011-01-14,2011-01-22,12-JAN-2001->14-JAN-2011,
ZMH1,future_series,ZM,H1,SOY MEAL Mar1->SOY MEAL MAR1,2000-08-25,,2011-03-14,2011-03-19,14-MAR-2001->14-MAR-2011,
ZMK1,future_series,ZM,K1,SOY MEAL May1->SOY MEAL MAY1,2000-08-25,,2011-05-13,2011-05-14,14-MAY-2001->13-MAY-2011,
ZMN1,future_series,ZM,N1,SOY MEAL Jul1->SOY MEAL JUL1,2000-08-25,,2011-07-14,2011-07-14,13-JUL-2001->14-JUL-2011,
ZMQ1,future_series,ZM,Q1,SOY MEAL Aug1->SOY MEAL AUG1,2000-08-25,,2011-08-12,2011-08-12,13-AUG-2001->14-AUG-2001->12-AUG-2011,
ZMU1,future_series,ZM,U1,SOY MEAL Sep1->SOY MEAL SEP1,2000-08-25,,2011-09-14,2011-09-14,14-SEP-2001->14-SEP-2011,
ZMV1,future_series,ZM,V1,SOY MEAL Oct1->SOY MEAL OCT1,2000-08-25,,2011-10-14,2011-10-14,12-OCT-2001->14-OCT-2011,
ZMZ1,future_series,ZM,Z1,SOY MEAL Dec1->SOY MEAL DEC1,2000-08-25,,2011-12-14,2011-12-14,14-DEC-2001->14-DEC-2011,
ZNH1,future_series,ZN,H1,PJA 10YR NT Mar1->PJA 10YR TN Mar1->ace 10YR TN Mar1->10YR TNotes MAR1,1999-12-22,,2011-03-22,2011-03-26,21-MAR-2001->22-MAR-2011,
ZNM1,future_series,ZN,M1,PJA 10YR NT Jun1->PJA 10YR TN Jun1->ace 10YR TN Jun1->10YR TNotes JUN1,2000-06-22,,2011-06-21,2011-06-25,20-JUN-2001->21-JUN-2011,
ZNU1,future_series,ZN,U1,ace 10YR TN Sep1->10YR TNotes SEP1,2000-09-21,,2011-09-21,2011-09-21,19-SEP-2001->21-SEP-2011,
ZNZ1,future_series,ZN,Z1,ace 10YR TN Dec1->10YR TNotes DEC1,2000-12-20,,2011-12-20,2011-12-20,19-DEC-2001->21-DEC-2011->20-DEC-2011,
ZSF1,future_series,ZS,F1,SOYBEANS Jan1->SOYBEANS JAN1,2000-08-25,,2011-01-14,2011-01-22,12-JAN-2001->14-JAN-2011,
ZSH1,future_series,ZS,H1,SOYBEANS Mar1->SOYBEANS MAR1,2000-08-25,,2011-03-14,2011-03-19,14-MAR-2001->14-MAR-2011,
ZSK1,future_series,ZS,K1,SOYBEANS May1->SOYBEANS MAY1,2000-08-25,,2011-05-13,2011-05-14,14-MAY-2001->13-MAY-2011,
ZSN1,future_series,ZS,N1,SOYBEANS Jul1->SOYBEANS JUL1,2000-08-25,,2011-07-14,2011-07-14,13-JUL-2001->14-JUL-2011,
ZSQ1,future_series,ZS,Q1,SOYBEANS Aug1->SOYBEANS AUG1,2000-08-25,,2011-08-12,2011-08-12,13-AUG-2001->14-AUG-2001->12-AUG-2011,
ZSU1,future_series,ZS,U1,SOYBEANS Sep1->SOYBEANS SEP1,2000-08-25,,2011-09-14,2011-09-14,14-SEP-2001->14-SEP-2011,
ZSX1,future_series,ZS,X1,SOYBEANS Nov1->SOYBEANS NOV1,2000-08-25,,2011-11-14,2011-11-14,14-NOV-2001->14-NOV-2011,
ZTH1,future_series,ZT,H1,PJA 2YR NT Mar1->ace 2YR NT Mar1->2YR T-NOTES MAR1,2000-01-01,,2011-03-31,2011-04-02,30-MAR-2001->31-MAR-2011,
ZTM1,future_series,ZT,M1,PJA 2YR NT Jun1->ace 2YR NT Jun1->2YR T-NOTES JUN1,2000-04-01,,2011-06-30,2011-06-27,29-JUN-2001->21-JUN-2011->30-JUN-2011,
ZTU1,future_series,ZT,U1,PJA 2YR NT Sep1->ace 2YR NT Sep1->ace 2YR NT SEP1->ace 2YR NT Sep1->2YR T-NOTES SEP1,2000-06-29,,2011-09-30,2011-09-30,28-SEP-2001->27-SEP-2001->28-SEP-2001->30-SEP-2011,
ZTZ1,future_series,ZT,Z1,ace 2YR NT Dec1->2YR T-NOTES DEC1,2000-09-30,,2011-12-30,2011-12-30,31-DEC-2001->30-DEC-2011,
ZWH1,future_series,ZW,H1,WHEAT Mar1->WHEAT MAR1,2000-08-25,,2011-03-14,2011-03-19,14-MAR-2001->14-MAR-2011,
ZWK1,future_series,ZW,K1,WHEAT May1->WHEAT MAY1,2000-08-25,,2011-05-13,2011-05-14,14-MAY-2001->13-MAY-2011,
ZWN1,future_series,ZW,N1,WHEAT Jul1->WHEAT JUL1,2000-08-25,,2011-07-14,2011-07-14,13-JUL-2001->14-JUL-2011,
ZWU1,future_series,ZW,U1,WHEAT Sep1->WHEAT SEP1,2000-08-25,,2011-09-14,2011-09-15,14-SEP-2001->14-SEP-2011,
ZWZ1,future_series,ZW,Z1,WHEAT Dec1->WHEAT DEC1,2000-08-25,,2011-12-14,2011-12-15,14-DEC-2001->14-DEC-2011,
